timestamp,sec,nanosec,pv_x,pv_y,pv_z,ov_x,ov_y,ov_z,ov_w,tcp_speedv_x,tcp_speedv_y,tcp_speedv_z,tcp_speedv,tcp_angularv_x,tcp_angularv_y,tcp_angularv_z,tcp_angularv,tcp_accelv__x,tcp_accelv__y,tcp_accelv__z,tcp_accelv,tcp_accelv_angular_x,tcp_accelv_angular_y,tcp_accelv_angular_z,tcp_accelv_angular,ps_x,ps_y,ps_z,os_x,os_y,os_z,os_w,tcp_speeds,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,ap_x,ap_y,ap_z
1719851577750352435,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-787.629,1730.02,,,,,,,,,,,,,,
1719851577750482858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.142,,,,,,,,,
1719851577752230667,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-787.629,1730.02,,,,,,,,,,,,,,
1719851577752610989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.9142,-12.136,-2.29501,88.2784,101.141,54.1415,,,
1719851577755115332,,,,,,,,,,,,,,,,,,,,,,,,,,370.025,-788.574,1730.03,,,,,,,,,,,,,,
1719851577755229002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.142,,,,,,,,,
1719851577756960150,,,,,,,,,,,,,,,,,,,,,,,,,,370.024,-789.522,1730.02,,,,,,,,,,,,,,
1719851577757092071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642119,0.607572,0.386587,0.690857,,,,,,,,,,
1719851577760970777,,,,,,,,,,,,,,,,,,,,,,,,,,370.024,-789.522,1730.02,,,,,,,,,,,,,,
1719851577761103810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642119,0.607572,0.386587,0.690857,,,,,,,,,,
1719851577762264891,,,,,,,,,,,,,,,,,,,,,,,,,,370.023,-790.47,1730.02,,,,,,,,,,,,,,
1719851577762609825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.9648,-11.9641,-2.25843,88.2727,101.19,54.1029,,,
1719851577763221378,,,,,,,,,,,,,,,,,,,,,,,,,,370.023,-790.47,1730.02,,,,,,,,,,,,,,
1719851577763335545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.142,,,,,,,,,
1719851577764939324,,,,,,,,,,,,,,,,,,,,,,,,,,370.023,-790.47,1730.02,,,,,,,,,,,,,,
1719851577766328963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642147,0.607572,0.386588,0.690856,,,,,,,,,,
1719851577769096298,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-792.365,1730.02,,,,,,,,,,,,,,
1719851577769212156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.599,,,,,,,,,
1719851577773631192,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-792.365,1730.02,,,,,,,,,,,,,,
1719851577773973762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.9986,-11.8492,-2.23437,88.2692,101.224,54.0769,,,
1719851577776918972,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-794.26,1730.02,,,,,,,,,,,,,,
1719851577777207758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0321,-11.7344,-2.21032,88.2657,101.257,54.053,,,
1719851577778110396,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-794.26,1730.02,,,,,,,,,,,,,,
1719851577778430409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0321,-11.7344,-2.21032,88.2657,101.257,54.053,,,
1719851577779038036,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-794.26,1730.02,,,,,,,,,,,,,,
1719851577779128050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.599,,,,,,,,,
1719851577781924315,,,,,,,,,,,,,,,,,,,,,,,,,,370.018,-795.207,1730.02,,,,,,,,,,,,,,
1719851577782126304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.049,-11.6773,-2.19858,88.2634,101.272,54.0397,,,
1719851577785600924,,,,,,,,,,,,,,,,,,,,,,,,,,370.018,-795.207,1730.02,,,,,,,,,,,,,,
1719851577785767374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.049,-11.6773,-2.19858,88.2634,101.272,54.0397,,,
1719851577788419833,,,,,,,,,,,,,,,,,,,,,,,,,,370.022,-796.152,1730.02,,,,,,,,,,,,,,
1719851577790224855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642153,0.607576,0.386587,0.690853,,,,,,,,,,
1719851577791237558,,,,,,,,,,,,,,,,,,,,,,,,,,370.026,-797.106,1730.02,,,,,,,,,,,,,,
1719851577791441702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0819,-11.5622,-2.17474,88.2595,101.304,54.0146,,,
1719851577792808986,,,,,,,,,,,,,,,,,,,,,,,,,,370.026,-797.106,1730.02,,,,,,,,,,,,,,
1719851577793775777,,,,,,,,,,,,,,,,,,,,,,,,,,370.022,-798.052,1730.02,,,,,,,,,,,,,,
1719851577793920396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.057,,,,,,,,,
1719851577795717352,,,,,,,,,,,,,,,,,,,,,,,,,,370.022,-798.052,1730.02,,,,,,,,,,,,,,
1719851577796054870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0988,-11.505,-2.16296,88.2579,101.321,54.002,,,
1719851577798263462,,,,,,,,,,,,,,,,,,,,,,,,,,370.023,-798.996,1730.02,,,,,,,,,,,,,,
1719851577798387336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642205,0.607575,0.386584,0.690856,,,,,,,,,,
1719851577801064747,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-799.942,1730.02,,,,,,,,,,,,,,
1719851577801145040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.057,,,,,,,,,
1719851577802128757,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-799.942,1730.02,,,,,,,,,,,,,,
1719851577802410399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.1319,-11.3904,-2.13991,88.2549,101.354,53.9778,,,
1719851577803219470,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-799.942,1730.02,,,,,,,,,,,,,,
1719851577803318716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.057,,,,,,,,,
1719851577805918964,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-799.942,1730.02,,,,,,,,,,,,,,
1719851577806279427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.1319,-11.3904,-2.13991,88.2549,101.354,53.9778,,,
1719851577809528886,,,,,,,,,,,,,,,,,,,,,,,,,,370.018,-800.887,1730.02,,,,,,,,,,,,,,
1719851577809640006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.057,,,,,,,,,
1719851577811998772,,,,,,,,,,,,,,,,,,,,,,,,,,370.02,-801.84,1730.02,,,,,,,,,,,,,,
1719851577812344778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.057,,,,,,,,,
1719851577812650814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.1649,-11.2754,-2.11686,88.2508,101.385,53.9524,,,
1719851577814223466,,,,,,,,,,,,,,,,,,,,,,,,,,370.017,-802.791,1730.02,,,,,,,,,,,,,,
1719851577814551501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.1816,-11.2179,-2.10541,88.2485,101.401,53.9401,,,
1719851577815256496,,,,,,,,,,,,,,,,,,,,,,,,,,370.017,-802.791,1730.02,,,,,,,,,,,,,,
1719851577815379083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.515,,,,,,,,,
1719851577816729811,,,,,,,,,,,,,,,,,,,,,,,,,,370.017,-802.791,1730.02,,,,,,,,,,,,,,
1719851577817056075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.1816,-11.2179,-2.10541,88.2485,101.401,53.9401,,,
1719851577819382556,,,,,,,,,,,,,,,,,,,,,,,,,,370.018,-803.739,1730.02,,,,,,,,,,,,,,
1719851577819706039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.198,-11.1604,-2.0941,88.2471,101.417,53.9278,,,
1719851577822151308,,,,,,,,,,,,,,,,,,,,,,,,,,370.011,-804.686,1730.02,,,,,,,,,,,,,,
1719851577824013485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.2148,-11.1029,-2.08307,88.2456,101.434,53.9165,,,
1719851577826698538,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-805.629,1730.02,,,,,,,,,,,,,,
1719851577826905816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.2148,-11.1029,-2.08307,88.2456,101.434,53.9165,,,
1719851577827798825,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-805.629,1730.02,,,,,,,,,,,,,,
1719851577828013187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.2312,-11.0456,-2.07184,88.2435,101.451,53.9045,,,
1719851577829962923,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-806.587,1730.02,,,,,,,,,,,,,,
1719851577830174498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.2478,-10.9876,-2.06073,88.2419,101.466,53.8921,,,
1719851577832734820,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-806.587,1730.02,,,,,,,,,,,,,,
1719851577832834297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642309,0.607577,0.386586,0.690852,,,,,,,,,,
1719851577835122440,,,,,,,,,,,,,,,,,,,,,,,,,,370.007,-807.534,1730.02,,,,,,,,,,,,,,
1719851577835233672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.515,,,,,,,,,
1719851577837416991,,,,,,,,,,,,,,,,,,,,,,,,,,370.007,-807.534,1730.02,,,,,,,,,,,,,,
1719851577837754150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.264,-10.9301,-2.04937,88.2401,101.483,53.8805,,,
1719851577839104725,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-808.49,1730.02,,,,,,,,,,,,,,
1719851577839456652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.2805,-10.8722,-2.03818,88.2375,101.499,53.87,,,
1719851577840073179,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-808.49,1730.02,,,,,,,,,,,,,,
1719851577840184091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.973,,,,,,,,,
1719851577841607096,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-809.444,1730.02,,,,,,,,,,,,,,
1719851577841700950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.973,,,,,,,,,
1719851577843979498,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-809.444,1730.02,,,,,,,,,,,,,,
1719851577845397670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.973,,,,,,,,,
1719851577848820852,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-810.393,1730.02,,,,,,,,,,,,,,
1719851577848921373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.973,,,,,,,,,
1719851577853438591,,,,,,,,,,,,,,,,,,,,,,,,,,370.003,-811.344,1730.02,,,,,,,,,,,,,,
1719851577853567512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642262,0.60758,0.386586,0.69085,,,,,,,,,,
1719851577854805478,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-812.3,1730.03,,,,,,,,,,,,,,
1719851577855175701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.3456,-10.641,-1.99449,88.2321,101.562,53.8216,,,
1719851577855796954,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-812.3,1730.03,,,,,,,,,,,,,,
1719851577855918085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.973,,,,,,,,,
1719851577857210205,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-812.3,1730.03,,,,,,,,,,,,,,
1719851577858304531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.973,,,,,,,,,
1719851577859938458,,,,,,,,,,,,,,,,,,,,,,,,,,370.005,-813.255,1730.02,,,,,,,,,,,,,,
1719851577860285320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.3618,-10.583,-1.98347,88.2285,101.578,53.8096,,,
1719851577863549823,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-814.206,1730.02,,,,,,,,,,,,,,
1719851577863910630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.3779,-10.5252,-1.97269,88.2269,101.593,53.7989,,,
1719851577866182580,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-815.158,1730.02,,,,,,,,,,,,,,
1719851577866524138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.394,-10.4675,-1.96179,88.226,101.609,53.7873,,,
1719851577867304630,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-815.158,1730.02,,,,,,,,,,,,,,
1719851577868194233,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-815.158,1730.02,,,,,,,,,,,,,,
1719851577868574841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.394,-10.4675,-1.96179,88.226,101.609,53.7873,,,
1719851577871110862,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-816.118,1730.02,,,,,,,,,,,,,,
1719851577871496016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.4101,-10.4091,-1.95127,88.2242,101.624,53.7753,,,
1719851577875655835,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-817.072,1730.02,,,,,,,,,,,,,,
1719851577876039818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.4101,-10.4091,-1.95127,88.2242,101.624,53.7753,,,
1719851577878559432,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-818.022,1730.02,,,,,,,,,,,,,,
1719851577879353495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.43,,,,,,,,,
1719851577880364446,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-818.022,1730.02,,,,,,,,,,,,,,
1719851577880821091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.4423,-10.2935,-1.92981,88.2203,101.656,53.7525,,,
1719851577881889296,,,,,,,,,,,,,,,,,,,,,,,,,,370.002,-818.981,1730.02,,,,,,,,,,,,,,
1719851577882008126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.43,,,,,,,,,
1719851577882982713,,,,,,,,,,,,,,,,,,,,,,,,,,370.002,-818.981,1730.02,,,,,,,,,,,,,,
1719851577883370186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.4585,-10.2353,-1.91924,88.2182,101.672,53.7412,,,
1719851577886758020,,,,,,,,,,,,,,,,,,,,,,,,,,370.002,-818.981,1730.02,,,,,,,,,,,,,,
1719851577887114561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.4585,-10.2353,-1.91924,88.2182,101.672,53.7412,,,
1719851577889402799,,,,,,,,,,,,,,,,,,,,,,,,,,370.0,-819.93,1730.02,,,,,,,,,,,,,,
1719851577891361096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642231,0.607581,0.386579,0.690853,,,,,,,,,,
1719851577894129877,,,,,,,,,,,,,,,,,,,,,,,,,,369.998,-821.845,1730.02,,,,,,,,,,,,,,
1719851577894586454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.5066,-10.0613,-1.88792,88.2142,101.719,53.7076,,,
1719851577894967797,,,,,,,,,,,,,,,,,,,,,,,,,,369.998,-821.845,1730.02,,,,,,,,,,,,,,
1719851577895070089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642339,0.607576,0.386582,0.690854,,,,,,,,,,
1719851577896107493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.5066,-10.0613,-1.88792,88.2142,101.719,53.7076,,,
1719851577897044661,,,,,,,,,,,,,,,,,,,,,,,,,,369.998,-821.845,1730.02,,,,,,,,,,,,,,
1719851577897140409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642339,0.607576,0.386582,0.690854,,,,,,,,,,
1719851577898759230,,,,,,,,,,,,,,,,,,,,,,,,,,369.998,-822.797,1730.02,,,,,,,,,,,,,,
1719851577902112086,,,,,,,,,,,,,,,,,,,,,,,,,,369.998,-822.797,1730.02,,,,,,,,,,,,,,
1719851577902230876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642268,0.607581,0.386583,0.69085,,,,,,,,,,
1719851577905518986,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-823.748,1730.01,,,,,,,,,,,,,,
1719851577905860748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.5378,-9.9453,-1.86754,88.2094,101.751,53.6858,,,
1719851577908177428,,,,,,,,,,,,,,,,,,,,,,,,,,370.002,-824.707,1730.02,,,,,,,,,,,,,,
1719851577908574059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.5539,-9.887,-1.8576,88.2085,101.766,53.6757,,,
1719851577909697804,,,,,,,,,,,,,,,,,,,,,,,,,,370.002,-824.707,1730.02,,,,,,,,,,,,,,
1719851577909815251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.888,,,,,,,,,
1719851577910862027,,,,,,,,,,,,,,,,,,,,,,,,,,370.002,-825.665,1730.02,,,,,,,,,,,,,,
1719851577911208999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.5697,-9.82895,-1.84745,88.2071,101.78,53.6639,,,
1719851577915375829,,,,,,,,,,,,,,,,,,,,,,,,,,370.002,-825.665,1730.02,,,,,,,,,,,,,,
1719851577915700787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.5697,-9.82895,-1.84745,88.2071,101.78,53.6639,,,
1719851577918076739,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-827.578,1730.02,,,,,,,,,,,,,,
1719851577918423067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6011,-9.71247,-1.82736,88.2033,101.811,53.6435,,,
1719851577920180984,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-827.578,1730.02,,,,,,,,,,,,,,
1719851577920589135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6011,-9.71247,-1.82736,88.2033,101.811,53.6435,,,
1719851577921691129,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-827.578,1730.02,,,,,,,,,,,,,,
1719851577921814962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642315,0.607584,0.386578,0.69085,,,,,,,,,,
1719851577922847069,,,,,,,,,,,,,,,,,,,,,,,,,,369.997,-828.528,1730.02,,,,,,,,,,,,,,
1719851577923194747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6171,-9.65467,-1.81763,88.2025,101.827,53.6332,,,
1719851577926022095,,,,,,,,,,,,,,,,,,,,,,,,,,369.997,-828.528,1730.02,,,,,,,,,,,,,,
1719851577926303095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6171,-9.65467,-1.81763,88.2025,101.827,53.6332,,,
1719851577928943470,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-829.486,1730.02,,,,,,,,,,,,,,
1719851577929521099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642309,0.607581,0.38658,0.690851,,,,,,,,,,
1719851577931584216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6325,-9.59625,-1.80769,88.2002,101.842,53.6222,,,
1719851577934085072,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-830.442,1730.02,,,,,,,,,,,,,,
1719851577934422737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.648,-9.53808,-1.79792,88.1979,101.857,53.6108,,,
1719851577937102385,,,,,,,,,,,,,,,,,,,,,,,,,,370.004,-831.407,1730.02,,,,,,,,,,,,,,
1719851577937242238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642241,0.607582,0.38658,0.690851,,,,,,,,,,
1719851577937311604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.193,,,,,,,,,
1719851577938697079,,,,,,,,,,,,,,,,,,,,,,,,,,370.009,-832.362,1730.03,,,,,,,,,,,,,,
1719851577939046059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6791,-9.42098,-1.77838,88.1957,101.889,53.591,,,
1719851577939645807,,,,,,,,,,,,,,,,,,,,,,,,,,370.009,-832.362,1730.03,,,,,,,,,,,,,,
1719851577939750879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.193,,,,,,,,,
1719851577942202178,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-833.32,1730.02,,,,,,,,,,,,,,
1719851577942292243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.193,,,,,,,,,
1719851577944342479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6949,-9.36276,-1.76869,88.1926,101.903,53.5801,,,
1719851577946136246,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-833.32,1730.02,,,,,,,,,,,,,,
1719851577946487521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.6949,-9.36276,-1.76869,88.1926,101.903,53.5801,,,
1719851577950281205,,,,,,,,,,,,,,,,,,,,,,,,,,370.0,-834.279,1730.03,,,,,,,,,,,,,,
1719851577950392849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.193,,,,,,,,,
1719851577951575274,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-835.237,1730.02,,,,,,,,,,,,,,
1719851577951932349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.726,-9.24587,-1.74948,88.1898,101.935,53.5605,,,
1719851577952544264,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-835.237,1730.02,,,,,,,,,,,,,,
1719851577952682729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06422,0.607583,0.386581,0.69085,,,,,,,,,,
1719851577954051314,,,,,,,,,,,,,,,,,,,,,,,,,,370.006,-835.237,1730.02,,,,,,,,,,,,,,
1719851577955278829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.193,,,,,,,,,
1719851577958425210,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-837.162,1730.03,,,,,,,,,,,,,,
1719851577958520797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.346,,,,,,,,,
1719851577962566015,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-837.162,1730.03,,,,,,,,,,,,,,
1719851577962677808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.346,,,,,,,,,
1719851577964992218,,,,,,,,,,,,,,,,,,,,,,,,,,370.008,-838.116,1730.03,,,,,,,,,,,,,,
1719851577965343468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.7724,-9.07043,-1.721,88.1861,101.98,53.5288,,,
1719851577966409346,,,,,,,,,,,,,,,,,,,,,,,,,,370.011,-839.081,1730.03,,,,,,,,,,,,,,
1719851577966757116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.7877,-9.01155,-1.71156,88.1844,101.995,53.5205,,,
1719851577968042551,,,,,,,,,,,,,,,,,,,,,,,,,,370.011,-839.081,1730.03,,,,,,,,,,,,,,
1719851577968395672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.7877,-9.01155,-1.71156,88.1844,101.995,53.5205,,,
1719851577970296928,,,,,,,,,,,,,,,,,,,,,,,,,,370.011,-839.081,1730.03,,,,,,,,,,,,,,
1719851577970428766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642277,0.607581,0.386586,0.690849,,,,,,,,,,
1719851577974800537,,,,,,,,,,,,,,,,,,,,,,,,,,370.013,-840.04,1730.03,,,,,,,,,,,,,,
1719851577975177889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.803,-8.95308,-1.7025,88.1816,102.01,53.5089,,,
1719851577976942670,,,,,,,,,,,,,,,,,,,,,,,,,,370.014,-840.999,1730.02,,,,,,,,,,,,,,
1719851577977060561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642192,0.607581,0.386582,0.690851,,,,,,,,,,
1719851577978292805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.346,,,,,,,,,
1719851577979437256,,,,,,,,,,,,,,,,,,,,,,,,,,370.015,-841.955,1730.03,,,,,,,,,,,,,,
1719851577979770298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.8335,-8.83627,-1.68416,88.178,102.04,53.4876,,,
1719851577980422661,,,,,,,,,,,,,,,,,,,,,,,,,,370.015,-841.955,1730.03,,,,,,,,,,,,,,
1719851577980574376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.346,,,,,,,,,
1719851577981432311,,,,,,,,,,,,,,,,,,,,,,,,,,370.015,-841.955,1730.03,,,,,,,,,,,,,,
1719851577981936538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642356,0.607577,0.386596,0.690846,,,,,,,,,,
1719851577982222934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.8335,-8.83627,-1.68416,88.178,102.04,53.4876,,,
1719851577985734562,,,,,,,,,,,,,,,,,,,,,,,,,,370.019,-842.908,1730.03,,,,,,,,,,,,,,
1719851577985971941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.8484,-8.77793,-1.67514,88.1773,102.055,53.4785,,,
1719851577987879064,,,,,,,,,,,,,,,,,,,,,,,,,,370.018,-843.87,1730.02,,,,,,,,,,,,,,
1719851577987965295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.651,,,,,,,,,
1719851577988163671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.8639,-8.71934,-1.66579,88.176,102.071,53.47,,,
1719851577990014303,,,,,,,,,,,,,,,,,,,,,,,,,,370.018,-843.87,1730.02,,,,,,,,,,,,,,
1719851577990185034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.8639,-8.71934,-1.66579,88.176,102.071,53.47,,,
1719851577991741513,,,,,,,,,,,,,,,,,,,,,,,,,,370.019,-844.827,1730.02,,,,,,,,,,,,,,
1719851577992763723,,,,,,,,,,,,,,,,,,,,,,,,,,370.019,-844.827,1730.02,,,,,,,,,,,,,,
1719851577994508874,,,,,,,,,,,,,,,,,,,,,,,,,,370.019,-844.827,1730.02,,,,,,,,,,,,,,
1719851577994680509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.879,-8.66096,-1.65673,88.174,102.085,53.4598,,,
1719851577996787464,,,,,,,,,,,,,,,,,,,,,,,,,,370.019,-845.791,1730.03,,,,,,,,,,,,,,
1719851577998545127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642268,0.607575,0.38658,0.690857,,,,,,,,,,
1719851577998764690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.8943,-8.60232,-1.64783,88.1733,102.099,53.4507,,,
1719851578000881584,,,,,,,,,,,,,,,,,,,,,,,,,,370.016,-846.746,1730.03,,,,,,,,,,,,,,
